-2.625869481483860e+00,-3.967804280207918e-01
-1.356764023296723e+00,2.797651019984326e-01
4.394086827058015e-01,-2.636626345100320e+00
-2.576772223029424e-01,-2.857185166199232e+00
-1.311023772060121e+00,-1.187844068675686e+00
1.874178104444884e+00,1.929628861608350e+00
1.255118851510812e+00,-5.386214560948064e-01
-1.868388925661701e-02,-1.259982221807670e+00
-2.933921609040221e+00,-1.682496347601877e+00
-2.279338312155669e+00,-1.479584271212939e+00
-2.628286726306633e+00,-1.495863173268551e+00
2.275513586353355e+00,-2.722472387895340e+00
-1.239212007412633e+00,-5.817854836321796e-01
2.670858146260719e+00,1.362889844331574e+00
4.641562362691261e-01,-4.570255371573708e-01
2.348060307508149e+00,-2.590446265636587e+00
2.933262867839631e+00,-2.345207098978697e+00
-2.486780515854179e+00,6.453072363619712e-01
2.935068421888318e-01,2.861848740392407e+00
1.413920983341095e-01,-1.317203849482902e-01
-2.792457943422040e+00,-1.234940719642826e+00
-7.523239041701713e-01,6.680567224403458e-01
1.738571248501037e+00,-2.352769792878543e+00
9.662693679840784e-01,-3.603016051583459e-01
-1.553999422439445e+00,-9.456329034222994e-01
2.526273762847420e+00,-1.598101705903946e+00
1.178436837096188e+00,2.606314850112448e+00
-1.947228788197910e+00,1.783252501778678e+00
-2.077972601325913e+00,-1.286786964731480e+00
8.860714493444459e-01,2.781152219839027e+00
5.317540628019524e-01,-1.912212967762608e+00
-1.404197978930859e+00,-2.874673769866392e+00
-2.462469245883208e+00,-1.604047144766445e+00
-2.318007913286874e+00,-2.059577278494036e-01
1.558469801092259e+00,3.113005920957486e-01
-2.894953856797650e+00,-1.972058220693333e+00
-1.116024700600399e+00,-6.158629140534559e-01
-2.899528542021878e+00,2.228851003634148e+00
6.054122653902700e-01,-1.233838953956222e+00
1.179200043962414e+00,-6.760289977948788e-01
9.872813028135292e-01,-1.155951622087682e+00
2.653280110470081e+00,2.749889269795336e+00
-1.297360923164893e+00,-2.475016757079405e+00
1.379523462377218e+00,1.500663794881247e+00
1.603177130977099e+00,-2.399426367074955e+00
-1.452909385252851e+00,-1.822964449794969e+00
-2.281207353354728e+00,2.901104597648868e+00
-1.853346029650760e+00,2.044417078157679e-01
2.762853304764267e+00,1.272619294821289e+00
5.852262622144302e-01,1.691129103755449e-01
-2.861772690927481e+00,-1.823776567514488e+00
1.075481825641150e+00,-1.607198978388852e+00
-5.194204023659790e-01,8.590318986010885e-01
-2.814385237795515e+00,-2.457775670567319e+00
5.532918541104901e-01,-1.129680798481857e+00
8.375794313529195e-01,2.696650880906035e+00
2.493808343130471e+00,2.015542384477902e+00
1.883050507924587e+00,1.801691906827424e+00
2.328724112505834e+00,-2.178611130660769e+00
-2.410048650785070e+00,5.027787314508920e-01
4.950283256804218e-01,-1.441768571100118e+00
-1.380645463839593e+00,1.286218042602160e+00
1.949618852721634e+00,-1.358675273745075e+00
2.822470190284921e+00,-3.010463647830912e-01
1.980191455801817e+00,1.257376743661339e+00
1.724921864131293e+00,3.548696867183692e-01
-6.092451918516861e-02,-1.743832757789302e+00
4.356944894096788e-01,3.303341480178341e-01
-1.330208218625394e+00,1.382266285537859e+00
-1.584619029303602e+00,1.118286859767254e+00
-4.865331992217179e-01,-2.433865440378573e+00
-2.236822001968466e+00,-2.886623640963473e-01
1.460392273720052e+00,4.037643475959207e-02
3.741533796063585e-01,1.474999166860120e+00
2.536162860853234e+00,2.561639731848467e+00
